alpha,beta,m,resolution,microservice_threshold,partitions
0.0,1.0,5.0,0.5,9,"{0: ['OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['Order.java', 'LineItem.java', 'Account.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Category.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java']}"
0.1,0.9,1.0,0.5,9,"{0: ['Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Product.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartItem.java', 'Cart.java', 'Item.java', 'Product.java'], 5: ['Category.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.1,0.9,1.5,0.5,9,"{0: ['Order.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['Product.java', 'LineItem.java', 'CartItem.java', 'Cart.java', 'Item.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Category.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.1,0.9,2.0,0.5,9,"{0: ['Order.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['Product.java', 'LineItem.java', 'CartItem.java', 'Cart.java', 'Item.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Category.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java']}"
0.1,0.9,2.5,0.5,9,"{0: ['Order.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'CartItem.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['CartActionBean.java', 'CartItem.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'Cart.java', 'CatalogActionBean.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['Product.java', 'LineItem.java', 'Item.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Category.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java']}"
0.1,0.9,3.0,0.5,9,"{0: ['Order.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['Product.java', 'LineItem.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Category.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java']}"
0.1,0.9,3.5,0.5,9,"{0: ['CategoryMapper.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['Order.java', 'LineItem.java', 'Account.java', 'CategoryMapper.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java', 'CategoryMapper.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['Category.java'], 5: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartActionBean.java', 'CartItem.java', 'Cart.java', 'Item.java']}"
0.1,0.9,4.0,0.5,9,"{0: ['Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Product.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Product.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Product.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'AccountService.java', 'AccountMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartItem.java', 'Cart.java', 'Item.java', 'Product.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Category.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CartActionBean.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Product.java']}"
0.1,0.9,4.5,0.5,9,"{0: ['Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CartItem.java', 'Cart.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['Product.java', 'Item.java', 'AccountService.java', 'AccountMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Category.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Order.java', 'LineItem.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'Item.java']}"
0.1,0.9,5.0,0.5,9,"{0: ['Order.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'LineItem.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['Category.java'], 5: ['LineItem.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Order.java', 'Account.java', 'AccountActionBean.java', 'CategoryMapper.java', 'CartActionBean.java', 'ItemMapper.java', 'OrderActionBean.java', 'AbstractActionBean.java', 'CatalogService.java', 'ProductMapper.java', 'CatalogActionBean.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'CartItem.java', 'Cart.java', 'Item.java', 'LineItem.java']}"
